#"BArt";"dGz100";"Alter";"N";"Hm";"Ho";"G";"Dg";"Form";"VDerb";"VDerbAus";"lGzDerb";"VVorNutz";"GWLDerb";"dGzDerb";"Bemerkungen"
4;5.00;105.00;473.00;21.60;22.40;30.30;28.50;46.00;300.00;18.00;4.20;221.00;521.00;5.00;
4;5.00;110.00;436.00;22.00;22.70;30.00;29.60;46.00;302.00;18.00;4.00;239.00;541.00;4.90;
4;5.00;115.00;402.00;22.40;23.10;29.60;30.60;46.00;303.00;18.00;3.80;257.00;560.00;4.90;
4;5.00;120.00;371.00;22.80;23.50;29.20;31.70;46.00;303.00;18.00;3.50;275.00;578.00;4.80;
4;5.00;125.00;343.00;23.10;23.70;28.70;32.60;46.00;301.00;18.00;3.40;293.00;594.00;4.80;
4;5.00;130.00;317.00;23.50;24.10;28.10;33.60;46.00;299.00;18.00;3.20;311.00;610.00;4.70;
4;5.00;135.00;293.00;23.80;24.40;27.40;34.50;46.00;296.00;18.00;3.00;329.00;625.00;4.60;
4;5.00;140.00;271.00;24.10;24.70;26.60;35.40;46.00;293.00;18.00;2.90;347.00;640.00;4.60;
4;6.00;25.00;5163.00;8.20;9.50;23.70;7.70;30.00;59.00;-1.00;-1.00;-1.00;59.00;2.40;
4;6.00;30.00;3559.00;9.90;11.20;25.60;9.60;39.00;100.00;3.00;8.70;3.00;103.00;3.40;
4;6.00;35.00;2645.00;11.40;12.70;27.10;11.40;44.00;137.00;6.00;8.60;9.00;146.00;4.20;
4;6.00;40.00;2070.00;12.90;14.20;28.30;13.20;46.00;168.00;11.00;8.40;20.00;188.00;4.70;
4;6.00;45.00;1679.00;14.20;15.40;29.30;14.90;47.00;195.00;14.00;8.30;34.00;229.00;5.10;
4;6.00;50.00;1399.00;15.40;16.50;30.10;16.60;47.00;219.00;17.00;8.10;51.00;270.00;5.40;
4;6.00;55.00;1189.00;16.60;17.60;30.80;18.10;47.00;239.00;19.00;7.90;70.00;309.00;5.60;
4;6.00;60.00;1028.00;17.60;18.60;31.20;19.70;47.00;257.00;20.00;7.60;90.00;347.00;5.80;
4;6.00;65.00;899.00;18.60;19.50;31.60;21.20;47.00;273.00;21.00;7.40;111.00;384.00;5.90;
4;6.00;70.00;796.00;19.50;20.40;31.90;22.60;46.00;287.00;21.00;7.10;132.00;419.00;6.00;
4;6.00;75.00;711.00;20.40;21.20;32.00;24.00;46.00;300.00;21.00;6.80;153.00;453.00;6.00;
4;6.00;80.00;640.00;21.10;21.90;32.10;25.30;46.00;312.00;21.00;6.50;174.00;486.00;6.10;
4;6.00;85.00;579.00;21.80;22.50;32.20;26.60;46.00;322.00;21.00;6.20;195.00;517.00;6.10;
4;6.00;90.00;528.00;22.50;23.20;32.10;27.80;46.00;331.00;20.00;5.90;215.00;546.00;6.10;
4;6.00;95.00;484.00;23.10;23.70;32.10;29.10;46.00;339.00;20.00;5.50;235.00;574.00;6.00;
4;6.00;100.00;445.00;23.60;24.20;31.90;30.20;46.00;345.00;20.00;5.20;255.00;600.00;6.00;
4;6.00;105.00;411.00;24.10;24.70;31.70;31.30;46.00;350.00;20.00;4.90;275.00;625.00;6.00;
4;6.00;110.00;381.00;24.60;25.20;31.50;32.40;46.00;353.00;20.00;4.70;295.00;648.00;5.90;
4;6.00;115.00;354.00;25.00;25.50;31.20;33.50;46.00;355.00;20.00;4.40;315.00;670.00;5.80;
4;6.00;120.00;330.00;25.40;25.90;30.80;34.50;45.00;355.00;20.00;4.10;335.00;690.00;5.80;
4;6.00;125.00;307.00;25.80;26.30;30.40;35.50;45.00;355.00;20.00;3.90;355.00;710.00;5.70;
4;6.00;130.00;287.00;26.10;26.60;29.90;36.50;45.00;353.00;20.00;3.60;375.00;728.00;5.60;
4;6.00;135.00;267.00;26.50;27.00;29.30;37.40;45.00;351.00;19.00;3.40;394.00;745.00;5.50;
4;6.00;140.00;249.00;26.80;27.30;28.50;38.30;45.00;349.00;18.00;3.20;412.00;761.00;5.40;
4;7.00;25.00;4292.00;9.40;10.70;25.00;8.60;36.00;84.00;1.00;10.20;1.00;85.00;3.40;
4;7.00;30.00;2945.00;11.20;12.50;26.80;10.80;43.00;128.00;7.00;10.20;8.00;136.00;4.50;
4;7.00;35.00;2172.00;12.90;14.20;28.30;12.90;46.00;167.00;11.00;10.10;19.00;186.00;5.30;
4;7.00;40.00;1698.00;14.50;15.70;29.50;14.90;47.00;201.00;16.00;9.90;35.00;236.00;5.90;
4;7.00;45.00;1380.00;15.90;17.00;30.40;16.80;47.00;230.00;19.00;9.70;54.00;284.00;6.30;
4;7.00;50.00;1154.00;17.30;18.30;31.20;18.60;47.00;256.00;21.00;9.40;75.00;331.00;6.60;
4;7.00;55.00;985.00;18.50;19.50;31.80;20.30;47.00;278.00;23.00;9.00;98.00;376.00;6.90;
4;7.00;60.00;855.00;19.70;20.50;32.30;21.90;47.00;298.00;24.00;8.70;122.00;420.00;7.00;
4;7.00;65.00;752.00;20.80;21.60;32.60;23.50;47.00;315.00;24.00;8.30;146.00;461.00;7.10;
4;7.00;70.00;668.00;21.70;22.50;32.80;25.00;46.00;331.00;24.00;7.90;170.00;501.00;7.20;
4;7.00;75.00;599.00;22.70;23.40;33.00;26.50;46.00;345.00;24.00;7.50;194.00;539.00;7.20;
4;7.00;80.00;541.00;23.50;24.10;33.10;27.90;46.00;357.00;24.00;7.20;218.00;575.00;7.20;
4;7.00;85.00;492.00;24.20;24.80;33.10;29.20;46.00;368.00;23.00;6.80;241.00;609.00;7.20;
4;7.00;90.00;450.00;24.90;25.50;33.10;30.60;46.00;377.00;23.00;6.40;264.00;641.00;7.10;
4;7.00;95.00;414.00;25.60;26.10;33.00;31.80;46.00;386.00;22.00;6.10;286.00;672.00;7.10;
4;7.00;100.00;383.00;26.20;26.70;33.00;33.10;46.00;392.00;22.00;5.80;308.00;700.00;7.00;
4;7.00;105.00;356.00;26.70;27.20;32.90;34.20;45.00;398.00;22.00;5.50;330.00;728.00;6.90;
4;7.00;110.00;332.00;27.20;27.60;32.70;35.40;45.00;403.00;22.00;5.30;352.00;755.00;6.90;
4;7.00;115.00;311.00;27.70;28.10;32.50;36.40;45.00;407.00;21.00;5.00;373.00;780.00;6.80;
4;7.00;120.00;292.00;28.10;28.50;32.30;37.50;45.00;409.00;21.00;4.80;394.00;803.00;6.70;
4;7.00;125.00;275.00;28.50;28.90;32.00;38.40;45.00;410.00;21.00;4.50;415.00;825.00;6.60;
4;7.00;130.00;260.00;28.80;29.20;31.60;39.30;45.00;411.00;21.00;4.30;436.00;847.00;6.50;
4;7.00;135.00;246.00;29.20;29.60;31.20;40.20;45.00;411.00;20.00;4.00;456.00;867.00;6.40;
4;7.00;140.00;233.00;29.50;29.90;30.60;40.90;45.00;410.00;19.00;3.60;475.00;885.00;6.30;
4;8.00;25.00;3602.00;10.60;11.90;26.10;9.60;40.00;110.00;3.00;11.30;3.00;113.00;4.50;
4;8.00;30.00;2480.00;12.50;13.80;28.00;12.00;45.00;156.00;12.00;11.50;15.00;171.00;5.70;
4;8.00;35.00;1818.00;14.40;15.60;29.40;14.40;47.00;196.00;17.00;11.60;32.00;228.00;6.50;
4;8.00;40.00;1420.00;16.10;17.20;30.60;16.60;47.00;233.00;21.00;11.40;53.00;286.00;7.10;
4;8.00;45.00;1156.00;17.70;18.70;31.60;18.70;47.00;265.00;24.00;11.10;77.00;342.00;7.60;
4;8.00;50.00;969.00;19.10;20.00;32.30;20.60;47.00;293.00;25.00;10.70;102.00;395.00;7.90;
4;8.00;55.00;830.00;20.50;21.30;32.80;22.40;47.00;317.00;27.00;10.30;129.00;446.00;8.10;
4;8.00;60.00;723.00;21.80;22.50;33.20;24.20;47.00;338.00;27.00;9.70;156.00;494.00;8.20;
4;8.00;65.00;638.00;22.90;23.50;33.50;25.90;47.00;358.00;27.00;9.20;183.00;541.00;8.30;
4;8.00;70.00;569.00;24.00;24.60;33.70;27.50;46.00;374.00;27.00;8.70;210.00;584.00;8.30;
4;8.00;75.00;512.00;24.90;25.50;33.80;29.00;46.00;389.00;27.00;8.20;237.00;626.00;8.30;
4;8.00;80.00;464.00;25.80;26.30;33.90;30.50;46.00;401.00;26.00;7.80;263.00;664.00;8.30;
4;8.00;85.00;424.00;26.70;27.20;33.90;31.90;46.00;412.00;25.00;7.30;288.00;700.00;8.20;
4;8.00;90.00;390.00;27.40;27.80;33.90;33.30;45.00;422.00;25.00;7.00;313.00;735.00;8.20;
4;8.00;95.00;360.00;28.10;28.50;33.90;34.60;45.00;431.00;24.00;6.60;337.00;768.00;8.10;
4;8.00;100.00;335.00;28.70;29.10;33.90;35.90;45.00;439.00;24.00;6.30;361.00;800.00;8.00;
4;8.00;105.00;313.00;29.30;29.70;33.90;37.10;45.00;446.00;23.00;6.10;384.00;830.00;7.90;
4;8.00;110.00;294.00;29.80;30.20;33.80;38.30;45.00;452.00;23.00;5.90;407.00;859.00;7.80;
4;8.00;115.00;277.00;30.30;30.60;33.80;39.40;45.00;458.00;23.00;5.70;430.00;888.00;7.70;
4;8.00;120.00;262.00;30.70;31.00;33.70;40.40;45.00;462.00;22.00;5.40;452.00;914.00;7.60;
4;8.00;125.00;249.00;31.10;31.40;33.50;41.40;45.00;466.00;22.00;5.20;474.00;940.00;7.50;
4;8.00;130.00;238.00;31.50;31.80;33.40;42.20;45.00;470.00;22.00;4.90;496.00;966.00;7.40;
4;8.00;135.00;228.00;31.80;32.10;33.10;43.00;45.00;471.00;21.00;4.50;517.00;988.00;7.30;
4;8.00;140.00;220.00;32.10;32.40;32.80;43.50;45.00;472.00;20.00;4.00;537.00;1009.00;7.20;
4;9.00;25.00;3083.00;11.70;13.00;27.30;10.60;43.00;136.00;4.00;12.40;4.00;140.00;5.60;
4;9.00;30.00;2127.00;13.90;15.10;29.10;13.20;46.00;184.00;16.00;12.90;20.00;204.00;6.80;
4;9.00;35.00;1550.00;15.80;16.90;30.60;15.90;47.00;227.00;23.00;13.10;43.00;270.00;7.70;
4;9.00;40.00;1209.00;17.70;18.70;31.80;18.30;47.00;265.00;26.00;12.90;69.00;334.00;8.40;
4;9.00;45.00;985.00;19.40;20.30;32.70;20.50;47.00;299.00;28.00;12.60;97.00;396.00;8.80;
4;9.00;50.00;828.00;21.00;21.80;33.40;22.60;47.00;330.00;30.00;12.10;127.00;457.00;9.20;
4;9.00;55.00;711.00;22.50;23.20;33.90;24.60;47.00;356.00;31.00;11.50;158.00;514.00;9.40;
4;9.00;60.00;621.00;23.80;24.40;34.20;26.50;47.00;380.00;31.00;10.80;189.00;569.00;9.50;
4;9.00;65.00;550.00;25.00;25.50;34.40;28.20;46.00;400.00;31.00;10.10;220.00;620.00;9.50;
4;9.00;70.00;492.00;26.20;26.70;34.60;29.90;46.00;417.00;30.00;9.50;250.00;667.00;9.50;
4;9.00;75.00;444.00;27.20;27.60;34.70;31.50;46.00;433.00;29.00;8.90;279.00;712.00;9.50;
4;9.00;80.00;404.00;28.20;28.60;34.70;33.10;46.00;446.00;29.00;8.40;308.00;754.00;9.40;
4;9.00;85.00;370.00;29.10;29.50;34.70;34.60;45.00;457.00;28.00;7.90;336.00;793.00;9.30;
4;9.00;90.00;341.00;29.90;30.30;34.80;36.00;45.00;467.00;27.00;7.50;363.00;830.00;9.20;
4;9.00;95.00;316.00;30.60;30.90;34.80;37.40;45.00;477.00;26.00;7.10;389.00;866.00;9.10;
4;9.00;100.00;295.00;31.30;31.60;34.80;38.80;45.00;485.00;26.00;6.70;415.00;900.00;9.00;
4;9.00;105.00;277.00;31.90;32.20;34.90;40.00;44.00;494.00;25.00;6.60;440.00;934.00;8.90;
4;9.00;110.00;261.00;32.40;32.70;34.90;41.30;44.00;501.00;25.00;6.50;465.00;966.00;8.80;
4;9.00;115.00;248.00;32.90;33.20;35.00;42.40;44.00;509.00;24.00;6.30;489.00;998.00;8.70;
4;9.00;120.00;237.00;33.40;33.70;35.10;43.40;44.00;516.00;24.00;6.10;513.00;1029.00;8.60;
4;9.00;125.00;228.00;33.80;34.10;35.10;44.30;44.00;522.00;23.00;5.90;536.00;1058.00;8.50;
4;9.00;130.00;220.00;34.20;34.50;35.10;45.10;44.00;528.00;22.00;5.60;558.00;1086.00;8.40;
4;9.00;135.00;214.00;34.50;34.70;35.00;45.70;44.00;532.00;21.00;5.10;579.00;1111.00;8.20;
4;9.00;140.00;209.00;34.80;35.00;34.90;46.20;44.00;533.00;20.00;4.40;599.00;1132.00;8.10;
4;10.00;25.00;2810.00;12.80;14.10;27.80;11.20;42.00;150.00;0.00;0.00;0.00;150.00;6.00;
4;10.00;30.00;1864.00;14.90;16.10;31.00;14.50;46.00;212.00;16.00;15.60;16.00;228.00;7.60;
4;10.00;35.00;1413.00;17.30;18.30;31.80;16.90;47.00;255.00;34.00;15.40;50.00;305.00;8.70;
4;10.00;40.00;1096.00;19.10;20.00;32.50;19.40;48.00;296.00;35.00;15.20;85.00;381.00;9.50;
4;10.00;45.00;870.00;21.10;21.90;33.60;22.20;46.00;330.00;33.00;13.40;118.00;448.00;10.00;
4;10.00;50.00;725.00;23.20;23.80;34.40;24.60;45.00;361.00;32.00;12.60;150.00;511.00;10.20;
4;10.00;55.00;608.00;24.60;25.20;34.60;26.90;46.00;390.00;34.00;12.60;184.00;574.00;10.40;
4;10.00;60.00;542.00;26.40;26.90;35.20;28.70;45.00;418.00;31.00;11.80;215.00;633.00;10.60;
4;10.00;65.00;477.00;27.60;28.00;35.40;30.70;45.00;441.00;32.00;11.00;247.00;688.00;10.60;
4;10.00;70.00;435.00;28.80;29.20;35.40;32.20;45.00;462.00;32.00;10.60;279.00;741.00;10.60;
4;10.00;75.00;399.00;29.80;30.20;35.40;33.60;45.00;475.00;37.00;10.00;316.00;791.00;10.50;
4;10.00;80.00;366.00;30.60;30.90;35.50;35.20;45.00;486.00;34.00;9.00;350.00;836.00;10.40;
4;10.00;85.00;334.00;31.30;31.60;35.30;36.70;45.00;497.00;34.00;9.00;384.00;881.00;10.40;
4;10.00;90.00;308.00;32.20;32.50;35.60;38.40;44.00;507.00;32.00;8.40;416.00;923.00;10.30;
4;10.00;95.00;284.00;32.80;33.10;35.70;40.00;44.00;516.00;29.00;7.60;445.00;961.00;10.10;
4;10.00;100.00;264.00;33.40;33.70;35.70;41.50;44.00;526.00;29.00;7.80;474.00;1000.00;10.00;
4;10.00;105.00;250.00;34.10;34.40;35.80;42.70;44.00;538.00;25.00;7.40;499.00;1037.00;9.90;
4;10.00;110.00;236.00;34.60;34.80;35.90;44.00;44.00;548.00;24.00;6.80;523.00;1071.00;9.70;
4;10.00;115.00;227.00;35.20;35.40;36.20;45.10;44.00;558.00;25.00;7.00;548.00;1106.00;9.60;
4;10.00;120.00;215.00;35.60;35.80;36.30;46.40;44.00;566.00;24.00;6.40;572.00;1138.00;9.50;
4;10.00;125.00;209.00;36.30;36.50;36.40;47.10;43.00;573.00;21.00;5.60;593.00;1166.00;9.30;
4;10.00;130.00;206.00;36.70;36.90;36.60;47.50;43.00;580.00;21.00;5.60;614.00;1194.00;9.20;
4;10.00;135.00;202.00;37.00;37.20;36.80;48.20;43.00;586.00;20.00;5.20;634.00;1220.00;9.00;
4;10.00;140.00;199.00;37.30;37.50;36.90;48.60;43.00;592.00;21.00;5.40;655.00;1247.00;8.90;
5;4.00;25.00;3090.00;8.10;9.70;17.10;8.50;28.00;39.00;-1.00;-1.00;-1.00;39.00;1.60;
5;4.00;30.00;2292.00;9.90;11.50;18.60;10.20;38.00;70.00;8.00;7.70;8.00;78.00;2.60;
5;4.00;35.00;1806.00;11.50;13.10;19.50;11.70;42.00;95.00;10.00;7.00;18.00;113.00;3.20;
5;4.00;40.00;1480.00;12.80;14.30;20.20;13.20;45.00;117.00;10.00;6.40;28.00;145.00;3.60;
5;4.00;45.00;1248.00;14.10;15.60;20.80;14.60;46.00;137.00;10.00;5.90;38.00;175.00;3.90;
5;4.00;50.00;1074.00;15.20;16.60;21.20;15.90;47.00;153.00;11.00;5.50;49.00;202.00;4.00;
5;4.00;55.00;939.00;16.20;17.60;21.60;17.10;48.00;168.00;11.00;5.10;60.00;228.00;4.10;
5;4.00;60.00;832.00;17.10;18.50;21.90;18.30;48.00;181.00;11.00;4.80;71.00;252.00;4.20;
5;4.00;65.00;745.00;17.90;19.20;22.20;19.50;48.00;193.00;11.00;4.50;82.00;275.00;4.20;
5;4.00;70.00;674.00;18.70;20.00;22.40;20.60;48.00;203.00;11.00;4.30;93.00;296.00;4.20;
5;4.00;75.00;615.00;19.40;20.70;22.70;21.70;48.00;212.00;11.00;4.00;104.00;316.00;4.20;
5;4.00;80.00;565.00;20.10;21.30;22.90;22.70;48.00;220.00;11.00;3.80;115.00;335.00;4.20;
5;4.00;85.00;522.00;20.70;21.90;23.10;23.70;48.00;227.00;11.00;3.60;126.00;353.00;4.20;
5;4.00;90.00;486.00;21.20;22.40;23.40;24.70;47.00;234.00;10.00;3.40;136.00;370.00;4.10;
5;4.00;95.00;455.00;21.80;23.00;23.60;25.70;47.00;239.00;10.00;3.10;146.00;385.00;4.10;
5;4.00;100.00;428.00;22.20;23.40;23.80;26.60;46.00;245.00;9.00;2.90;155.00;400.00;4.00;
5;4.00;105.00;405.00;22.60;23.70;24.10;27.50;46.00;250.00;8.00;2.70;163.00;413.00;3.90;
5;4.00;110.00;384.00;23.00;24.10;24.30;28.40;46.00;255.00;7.00;2.40;170.00;425.00;3.90;
5;4.00;115.00;366.00;23.40;24.50;24.60;29.20;45.00;260.00;6.00;2.10;176.00;436.00;3.80;
5;4.00;120.00;350.00;23.60;24.70;24.80;30.00;45.00;263.00;6.00;1.90;182.00;445.00;3.70;
5;4.00;125.00;335.00;23.90;25.00;25.00;30.80;45.00;267.00;5.00;1.60;187.00;454.00;3.60;
5;4.00;130.00;322.00;24.10;25.20;25.20;31.60;44.00;269.00;5.00;1.40;192.00;461.00;3.50;
5;4.00;135.00;309.00;24.30;25.40;25.40;32.30;44.00;270.00;5.00;1.20;197.00;467.00;3.50;
5;4.00;140.00;298.00;24.40;25.50;25.60;33.10;43.00;270.00;5.00;1.10;202.00;472.00;3.40;
5;5.00;20.00;3737.00;7.30;8.90;16.70;7.70;18.00;22.00;-1.00;-1.00;-1.00;22.00;1.10;
5;5.00;25.00;2500.00;9.60;11.20;18.90;9.80;36.00;65.00;5.00;9.60;5.00;70.00;2.80;
5;5.00;30.00;1855.00;11.50;13.10;20.00;11.70;42.00;97.00;13.00;8.90;18.00;115.00;3.80;
5;5.00;35.00;1465.00;13.30;14.80;20.90;13.50;45.00;125.00;13.00;8.20;31.00;156.00;4.40;
5;5.00;40.00;1206.00;14.90;16.40;21.70;15.10;46.00;150.00;13.00;7.60;44.00;194.00;4.80;
5;5.00;45.00;1022.00;16.20;17.60;22.30;16.70;47.00;172.00;13.00;7.10;57.00;229.00;5.10;
5;5.00;50.00;886.00;17.50;18.90;22.80;18.10;48.00;192.00;13.00;6.60;70.00;262.00;5.20;
5;5.00;55.00;780.00;18.60;19.90;23.30;19.50;48.00;210.00;13.00;6.20;83.00;293.00;5.30;
5;5.00;60.00;696.00;19.60;20.90;23.70;20.80;48.00;226.00;13.00;5.80;96.00;322.00;5.40;
5;5.00;65.00;628.00;20.60;21.80;24.00;22.10;48.00;240.00;13.00;5.50;109.00;349.00;5.40;
5;5.00;70.00;572.00;21.40;22.60;24.40;23.30;48.00;253.00;13.00;5.10;122.00;375.00;5.40;
5;5.00;75.00;525.00;22.20;23.40;24.70;24.50;48.00;264.00;13.00;4.80;135.00;399.00;5.30;
5;5.00;80.00;485.00;22.90;24.00;25.00;25.60;48.00;275.00;12.00;4.60;147.00;422.00;5.30;
5;5.00;85.00;451.00;23.60;24.70;25.30;26.70;47.00;285.00;12.00;4.30;159.00;444.00;5.20;
5;5.00;90.00;422.00;24.20;25.30;25.60;27.80;47.00;294.00;11.00;4.00;170.00;464.00;5.20;
5;5.00;95.00;396.00;24.80;25.90;25.90;28.80;47.00;302.00;11.00;3.80;181.00;483.00;5.10;
5;5.00;100.00;373.00;25.30;26.30;26.20;29.90;46.00;309.00;10.00;3.50;191.00;500.00;5.00;
5;5.00;105.00;354.00;25.70;26.70;26.50;30.90;46.00;315.00;10.00;3.20;201.00;516.00;4.90;
5;5.00;110.00;336.00;26.10;27.10;26.70;31.80;46.00;321.00;9.00;2.90;210.00;531.00;4.80;
5;5.00;115.00;320.00;26.50;27.50;27.00;32.80;45.00;326.00;8.00;2.60;218.00;544.00;4.70;
5;5.00;120.00;306.00;26.80;27.80;27.30;33.70;45.00;329.00;8.00;2.30;226.00;555.00;4.60;
5;5.00;125.00;293.00;27.10;28.10;27.50;34.60;44.00;333.00;7.00;2.10;233.00;566.00;4.50;
5;5.00;130.00;281.00;27.30;28.30;27.70;35.40;44.00;335.00;7.00;1.80;240.00;575.00;4.40;
5;5.00;135.00;270.00;27.50;28.50;27.90;36.30;44.00;336.00;7.00;1.60;247.00;583.00;4.30;
5;5.00;140.00;260.00;27.70;28.70;28.10;37.10;43.00;336.00;7.00;1.40;254.00;590.00;4.20;
5;6.00;20.00;3128.00;8.40;10.00;18.80;8.80;29.00;46.00;-1.00;-1.00;-1.00;46.00;2.30;
5;6.00;25.00;2086.00;10.90;12.50;20.40;11.10;40.00;88.00;11.00;10.80;11.00;99.00;4.00;
5;6.00;30.00;1548.00;13.00;14.50;21.50;13.30;44.00;124.00;15.00;10.00;26.00;150.00;5.00;
5;6.00;35.00;1225.00;15.00;16.50;22.40;15.30;46.00;155.00;16.00;9.40;42.00;197.00;5.60;
5;6.00;40.00;1012.00;16.70;18.10;23.20;17.10;47.00;182.00;16.00;8.80;58.00;240.00;6.00;
5;6.00;45.00;861.00;18.20;19.50;23.80;18.80;48.00;207.00;17.00;8.20;75.00;282.00;6.30;
5;6.00;50.00;750.00;19.60;20.90;24.40;20.40;48.00;228.00;17.00;7.70;92.00;320.00;6.40;
5;6.00;55.00;664.00;20.80;22.00;24.90;21.90;48.00;249.00;16.00;7.30;108.00;357.00;6.50;
5;6.00;60.00;596.00;21.90;23.10;25.40;23.30;48.00;267.00;16.00;6.80;124.00;391.00;6.50;
5;6.00;65.00;541.00;23.00;24.10;25.90;24.70;48.00;283.00;16.00;6.40;140.00;423.00;6.50;
5;6.00;70.00;496.00;23.90;25.00;26.30;26.00;48.00;298.00;15.00;6.10;155.00;453.00;6.50;
5;6.00;75.00;457.00;24.70;25.80;26.70;27.30;47.00;312.00;15.00;5.70;170.00;482.00;6.40;
5;6.00;80.00;425.00;25.50;26.50;27.10;28.50;47.00;325.00;14.00;5.40;184.00;509.00;6.40;
5;6.00;85.00;396.00;26.20;27.20;27.40;29.70;47.00;337.00;13.00;5.10;197.00;534.00;6.30;
5;6.00;90.00;372.00;26.90;27.90;27.80;30.90;47.00;347.00;13.00;4.70;210.00;557.00;6.20;
5;6.00;95.00;350.00;27.50;28.50;28.20;32.00;46.00;358.00;12.00;4.40;222.00;580.00;6.10;
5;6.00;100.00;331.00;28.00;28.90;28.50;33.10;46.00;366.00;12.00;4.10;234.00;600.00;6.00;
5;6.00;105.00;314.00;28.50;29.40;28.90;34.20;46.00;374.00;11.00;3.80;245.00;619.00;5.90;
5;6.00;110.00;298.00;28.90;29.80;29.20;35.30;45.00;380.00;11.00;3.40;256.00;636.00;5.80;
5;6.00;115.00;284.00;29.30;30.20;29.50;36.30;45.00;386.00;10.00;3.10;266.00;652.00;5.70;
5;6.00;120.00;271.00;29.70;30.60;29.70;37.30;44.00;391.00;9.00;2.80;275.00;666.00;5.50;
5;6.00;125.00;260.00;30.00;30.90;30.00;38.30;44.00;394.00;9.00;2.50;284.00;678.00;5.40;
5;6.00;130.00;249.00;30.30;31.20;30.20;39.30;44.00;396.00;9.00;2.20;293.00;689.00;5.30;
5;6.00;135.00;239.00;30.50;31.40;30.40;40.20;43.00;398.00;8.00;2.00;301.00;699.00;5.20;
5;6.00;140.00;231.00;30.70;31.60;30.60;41.10;43.00;399.00;8.00;1.80;309.00;708.00;5.10;
5;7.00;15.00;3992.00;6.60;8.20;15.20;7.00;7.00;7.00;-1.00;-1.00;-1.00;7.00;0.50;
5;7.00;20.00;2678.00;9.50;11.10;20.50;9.80;35.00;68.00;-1.00;12.30;-1.00;68.00;3.40;
5;7.00;25.00;1785.00;12.10;13.70;21.60;12.40;43.00;112.00;15.00;11.90;15.00;127.00;5.10;
5;7.00;30.00;1324.00;14.40;15.90;22.80;14.80;46.00;151.00;18.00;11.20;33.00;184.00;6.10;
5;7.00;35.00;1049.00;16.50;17.90;23.70;17.00;47.00;184.00;19.00;10.60;52.00;236.00;6.80;
5;7.00;40.00;868.00;18.40;19.70;24.50;19.00;47.00;214.00;20.00;10.00;72.00;286.00;7.20;
5;7.00;45.00;741.00;20.00;21.20;25.30;20.80;48.00;241.00;20.00;9.40;92.00;333.00;7.40;
5;7.00;50.00;647.00;21.50;22.70;25.90;22.60;48.00;266.00;20.00;8.90;112.00;378.00;7.60;
5;7.00;55.00;575.00;22.80;23.90;26.50;24.20;48.00;289.00;19.00;8.40;131.00;420.00;7.60;
5;7.00;60.00;519.00;24.10;25.20;27.00;25.80;48.00;309.00;19.00;7.90;150.00;459.00;7.60;
5;7.00;65.00;472.00;25.10;26.10;27.50;27.20;47.00;328.00;18.00;7.40;168.00;496.00;7.60;
5;7.00;70.00;434.00;26.10;27.10;28.00;28.70;47.00;346.00;17.00;7.00;185.00;531.00;7.60;
5;7.00;75.00;402.00;27.00;28.00;28.50;30.00;47.00;363.00;16.00;6.60;201.00;564.00;7.50;
5;7.00;80.00;375.00;27.90;28.90;29.00;31.40;47.00;378.00;16.00;6.20;217.00;595.00;7.40;
5;7.00;85.00;351.00;28.60;29.50;29.40;32.70;47.00;392.00;15.00;5.80;232.00;624.00;7.30;
5;7.00;90.00;330.00;29.30;30.20;29.90;33.90;46.00;405.00;14.00;5.40;246.00;651.00;7.20;
5;7.00;95.00;312.00;30.00;30.90;30.30;35.20;46.00;416.00;14.00;5.10;260.00;676.00;7.10;
5;7.00;100.00;295.00;30.50;31.40;30.70;36.40;46.00;427.00;13.00;4.70;273.00;700.00;7.00;
5;7.00;105.00;280.00;31.10;31.90;31.10;37.60;45.00;436.00;13.00;4.30;286.00;722.00;6.90;
5;7.00;110.00;267.00;31.50;32.30;31.40;38.70;45.00;444.00;12.00;4.00;298.00;742.00;6.70;
5;7.00;115.00;254.00;31.90;32.70;31.80;39.90;44.00;450.00;12.00;3.60;310.00;760.00;6.60;
5;7.00;120.00;243.00;32.30;33.10;32.10;41.00;44.00;455.00;11.00;3.30;321.00;776.00;6.50;
5;7.00;125.00;233.00;32.70;33.50;32.40;42.00;43.00;459.00;11.00;3.00;332.00;791.00;6.30;
5;7.00;130.00;224.00;33.00;33.80;32.60;43.10;43.00;462.00;10.00;2.70;342.00;804.00;6.20;
5;7.00;135.00;215.00;33.20;34.00;32.90;44.10;43.00;464.00;10.00;2.40;352.00;816.00;6.00;
5;7.00;140.00;207.00;33.50;34.30;33.10;45.10;42.00;466.00;9.00;2.20;361.00;827.00;5.90;
5;8.00;15.00;3354.00;7.40;9.00;15.50;7.70;21.00;24.00;-1.00;-1.00;-1.00;24.00;1.60;
5;8.00;20.00;2329.00;10.50;12.10;21.60;10.80;40.00;89.00;1.00;13.30;1.00;90.00;4.50;
5;8.00;25.00;1555.00;13.30;14.80;22.70;13.60;45.00;134.00;20.00;13.00;21.00;155.00;6.20;
5;8.00;30.00;1155.00;15.80;17.20;23.90;16.20;46.00;174.00;22.00;12.40;43.00;217.00;7.20;
5;8.00;35.00;916.00;18.00;19.30;24.90;18.60;47.00;210.00;23.00;11.80;66.00;276.00;7.90;
5;8.00;40.00;759.00;20.00;21.20;25.70;20.80;47.00;243.00;23.00;11.20;89.00;332.00;8.30;
